,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
635,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
1005,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
3229,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
3465,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
960,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
414,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
1808,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
1569,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
1464,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
3423,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
3210,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
527,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
565,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
399,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
2870,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7
2190,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
1233,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
537,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7
355,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
3834,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
1048,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
419,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
3782,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11
474,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
1797,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
2461,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
4023,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
1877,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8
1757,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
1312,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
2871,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7
545,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11
3534,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
3919,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
2041,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
3627,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
1253,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6
201,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
1041,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
1682,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
1351,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
3148,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
3485,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
1447,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
3840,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
3266,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
484,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
3732,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
1698,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
2992,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
1765,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
1937,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
3684,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
1202,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
2393,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
1506,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
3216,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
3758,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
1337,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
2063,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
1174,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
3022,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8
741,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
3051,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
4092,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
2674,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9
1244,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
2306,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
576,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
3362,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
2698,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
2226,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
2008,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
2537,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
4010,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9
850,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
925,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
3540,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8
2749,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9
3364,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
3027,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
2625,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
116,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
3875,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
1749,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
1196,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
904,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
2942,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
2403,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
1161,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
996,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
2120,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
3116,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
1026,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
44,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
752,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
521,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
2682,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
3581,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
1893,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
1290,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
3302,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
1617,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
2083,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
443,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
3003,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
1341,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
2835,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
1404,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
2376,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
1902,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
166,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
3547,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
1321,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
1245,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
3446,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8
4099,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
3020,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8
1587,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
3556,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9
111,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
2013,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
1879,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
2282,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
470,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
817,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
469,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
2209,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
1159,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10
2350,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12
165,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
26,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
3725,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
661,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11
1745,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
380,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
2064,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
2140,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
4068,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
3970,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6
2877,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
3284,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
2301,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
2846,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10
2926,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11
1883,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
1613,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
1638,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
2408,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
644,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
3738,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
2531,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10
2538,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
2547,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
849,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
2602,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
900,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
756,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
2557,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7
341,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
1595,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
4107,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
1307,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
1317,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
746,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
1707,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
72,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
3195,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
951,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8
728,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
3711,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
3264,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
3142,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
813,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
294,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
4070,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7
3321,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
3921,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3851,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
3203,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
2759,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
2039,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6
1242,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
2988,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9
970,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
958,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
2645,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8
1701,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
652,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
768,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
3509,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
2583,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
315,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
1691,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
3392,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
303,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
3975,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
3084,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
451,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
2649,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
1817,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
392,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10
2091,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
20,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
2973,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
1434,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7
3606,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7
1820,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
1407,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
1021,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
424,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
1185,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
2007,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
333,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
814,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
3791,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
1622,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
3451,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
1258,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
1265,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
215,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
548,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
1880,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
2914,0.59,0.46,0.125,0.755,0.334,0.15,0.238,9
2957,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11
3235,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
3320,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
821,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6
2721,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8
927,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8
1230,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
1106,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
130,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
2907,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
1494,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10
602,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13
1802,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
4152,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7
1260,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
1918,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
3083,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
571,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14
3852,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
2622,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
1455,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
3981,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
1045,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
2257,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
3437,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
592,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
1276,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
3389,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16
706,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
3797,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
63,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
2388,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
1865,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
1575,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
1443,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
681,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10
772,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
51,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
2197,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
3951,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
3675,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
1043,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
2882,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9
4150,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7
530,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
3369,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
2665,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8
3634,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6
2180,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
1203,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
3545,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8
1850,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
3005,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
3275,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
2340,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
1134,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
2034,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
1856,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
302,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8
353,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
3478,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
3936,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
2152,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
1394,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
3269,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
168,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14
1250,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
1175,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
929,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6
1763,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
371,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
2114,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
1044,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
1909,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9
1065,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
3672,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
1710,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
840,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
2838,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
1987,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
3774,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
3716,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
2827,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8
2500,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12
3567,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
120,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
2719,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5
1529,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
2989,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
138,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
2708,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
750,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
2431,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
3069,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
3162,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15
3325,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10
1754,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
3680,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
21,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
3726,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
580,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
854,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
4080,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
1409,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
3748,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
3559,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
2735,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
1090,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
1114,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
3940,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
617,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7
2653,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
2090,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17
3874,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12
2818,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
4091,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
3043,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
1657,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
2509,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6
1675,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
1614,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8
1520,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
675,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
1378,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
2545,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
3287,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
690,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
2504,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6
3215,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
1702,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
3805,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9
362,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
2873,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6
309,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
3733,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
2460,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
2361,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
4020,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
2585,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
3836,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
1018,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
52,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
69,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
1425,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
2843,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
266,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
4153,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
893,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
3541,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8
2955,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
2359,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
3134,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
96,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
1854,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
1750,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
2351,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
1730,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
2837,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
2311,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
1342,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
744,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
2713,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
2968,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
2334,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
3911,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
2357,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
4019,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
2106,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
947,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
1252,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
2258,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
1859,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10
2707,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
4061,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
1283,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
3032,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
2933,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
916,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
3440,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7
3966,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
